address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","County Subdivision Name","County Subdivision FIPS","County Subdivision Class Code","County Subdivision Class Description"
"10810 N LAMAR BLVD Austin TX 78753",30.376729,-97.689147,1,range_interpolation,"10810 N Lamar Blvd",,"Austin, TX 78753",10810,"N Lamar Blvd",,,Austin,TX,"Travis County",78753,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,041000,1012,1,484530410001012,48453041000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5200 E WILLAM CANNONSUITE 101 Austin TX 78744",30.180292,-97.747761,0.83,rooftop,"5200 E William Cannon Dr","Ste 101","Austin, TX 78744",5200,"E William Cannon Dr",Ste,101,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002419,3001,3,484530024193001,48453002419,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4413 GUADALUPE Austin TX 78751",30.310528,-97.732746,0.93,rooftop,"4413 Guadalupe St",,"Austin, TX 78751",4413,"Guadalupe St",,,Austin,TX,"Travis County",78751,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000302,4000,4,484530003024000,48453000302,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9717 N LAMAR BLVD STE A5 Austin TX 78753",30.365835,-97.694541,1,rooftop,"9717 N Lamar Blvd","Ste A5","Austin, TX 78753",9717,"N Lamar Blvd",Ste,A5,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041000,2004,2,484530410002004,48453041000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2433 S PLEASANT VALLEY RD Austin TX 78741",30.227596,-97.727162,1,rooftop,"2433 S Pleasant Valley Rd",,"Austin, TX 78741",2433,"S Pleasant Valley Rd",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002314,1004,1,484530023141004,48453002314,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"730 W STASSNEY LNSUITE 105 Austin TX 78745",30.209859,-97.78209,1,rooftop,"730 W Stassney Ln","Ste 105","Austin, TX 78745",730,"W Stassney Ln",Ste,105,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002410,1002,1,484530024101002,48453002410,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"729 E SLAUGHTER LN APT A Austin TX 78744",30.160339,-97.777125,1,rooftop,"729 E Slaughter Ln","Ste A","Austin, TX 78744",729,"E Slaughter Ln",Ste,A,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002451,2027,2,484530024512027,48453002451,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6301 E RIVERSIDE DR Austin TX 78741",30.224496,-97.703342,1,rooftop,"6301 E Riverside Dr",,"Austin, TX 78741",6301,"E Riverside Dr",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002320,1017,1,484530023201017,48453002320,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2601 W BRAKER LN Austin TX 78758",30.390269,-97.71966,1,rooftop,"2601 W Braker Ln",,"Austin, TX 78758",2601,"W Braker Ln",,,Austin,TX,"Travis County",78758,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,045400,3018,3,484530454003018,48453045400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"502 E 6TH ST Austin TX 78701",30.267037,-97.737932,1,rooftop,"502 E 6th St",,"Austin, TX 78701",502,"E 6th St",,,Austin,TX,"Travis County",78701,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001101,1033,1,484530011011033,48453001101,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1033 E HOWARD LN STE A Austin TX 78753",30.408912,-97.648093,1,rooftop,"1033 E Howard Ln","Ste A","Austin, TX 78753",1033,"E Howard Ln",Ste,A,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043900,1001,1,484530439001001,48453043900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"1149 AIRPORT BLVD Austin TX 78702",30.275119,-97.69902,1,range_interpolation,"1149 Airport Blvd",,"Austin, TX 78702",1149,"Airport Blvd",,,Austin,TX,"Travis County",78702,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,000802,2000,2,484530008022000,48453000802,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1308 W KOENIG LANE Austin TX 78756",30.330938,-97.731142,1,rooftop,"1308 W Koenig Ln",,"Austin, TX 78756",1308,"W Koenig Ln",,,Austin,TX,"Travis County",78756,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,001505,4007,4,484530015054007,48453001505,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"628 E OLTORF ST Austin TX 78704",30.237094,-97.749081,1,rooftop,"628 E Oltorf St",,"Austin, TX 78704",628,"E Oltorf St",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002323,1003,1,484530023231003,48453002323,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"900 NORTH IH 35 Austin TX 78701",29.878638,-97.925516,0.94,rooftop,"900 N I-35",,"San Marcos, TX 78666",900,"N I-35",,,"San Marcos",TX,"Hays County",78666,US,"Capcog (Capital Area Council of Governments)",2024,48,48209,"San Marcos",4865600,010302,3002,3,482090103023002,48209010302,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"San Marcos",93430,Z5,"A statistical county subdivision"
"8610 N LAMAR BLVD #100 Austin TX 78753",30.354477,-97.703891,1,range_interpolation,"8610 N Lamar Blvd","Ste 100","Austin, TX 78753",8610,"N Lamar Blvd",Ste,100,Austin,TX,"Travis County",78753,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,043200,3002,3,484530432003002,48453043200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13542 HWY 290 WEST Austin TX 78737",30.196933,-98.000442,1,rooftop,"13542 W US-290",,"Austin, TX 78737",13542,"W US-290",,,Austin,TX,"Hays County",78737,US,"Capcog (Capital Area Council of Governments)",2024,48,48209,,,010809,1002,1,482090108091002,48209010809,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Dripping Springs-Wimberley",91075,Z5,"A statistical county subdivision"
"14401 FM 1826 Austin TX 78737",30.161766,-97.952892,1,range_interpolation,"14401 Farm To Market Rd 1826",,"Austin, TX 78737",14401,"Farm To Market Rd 1826",,,Austin,TX,"Hays County",78737,US,"TIGER/Line® from the US Census Bureau",2024,48,48209,,,010815,5015,5,482090108165015,48209010816,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Kyle-Buda,92065,Z5,"A statistical county subdivision"
"1222 SOUTH LAMAR BLVD Austin TX 78704",30.254209,-97.763118,1,rooftop,"1222 S Lamar Blvd",,"Austin, TX 78704",1222,"S Lamar Blvd",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001310,2000,2,484530013102000,48453001310,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1135 AIRPORT BLVD Austin TX 78702",30.269549,-97.696363,1,rooftop,"1135 Airport Blvd",,"Austin, TX 78702",1135,"Airport Blvd",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002111,1002,1,484530021111002,48453002111,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5029 MANOR ROAD Austin TX 78723",30.297759,-97.686854,1,rooftop,"5029 Manor Rd",,"Austin, TX 78723",5029,"Manor Rd",,,Austin,TX,"Travis County",78723,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002107,1000,1,484530021071000,48453002107,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9406 DESSAU RD Austin TX 78754",30.35124,-97.675954,1,rooftop,"9406 Dessau Rd",,"Austin, TX 78754",9406,"Dessau Rd",,,Austin,TX,"Travis County",78754,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,041600,4005,4,484530416004005,48453041600,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2915 E M L K JR BLVD Austin TX 78702",30.281782,-97.707834,1,rooftop,"2915 E Martin Luther King Jr Blvd",,"Austin, TX 78702",2915,"E Martin Luther King Jr Blvd",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000802,1005,1,484530008021005,48453000802,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2314 EAST 7TH STREET Austin TX 78702",30.261391,-97.716025,1,rooftop,"2314 E 7th St",,"Austin, TX 78702",2314,"E 7th St",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000902,1012,1,484530009021012,48453000902,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6112 US HWY 183 S Austin TX 78744",30.167419,-97.692265,1,range_interpolation,"6112 S United States Highway 183",,"Austin, TX 78744",6112,"S United States Highway 183",,,Austin,TX,"Travis County",78744,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,,,002432,1085,1,484530024321085,48453002432,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5618 MANOR RD Austin TX 78723",30.304468,-97.681815,1,rooftop,"5618 Manor Rd",,"Austin, TX 78723",5618,"Manor Rd",,,Austin,TX,"Travis County",78723,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002106,2012,2,484530021062012,48453002106,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8801 WEST GATE BLVD Austin TX 78745",30.191081,-97.832501,1,rooftop,"8801 W Gate Blvd",,"Austin, TX 78745",8801,"W Gate Blvd",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,030900,5012,5,484530309005012,48453030900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"14016 RR 620 NORTH Austin TX 78717",30.475527,-97.765865,0.85,range_interpolation,"14016 Ranch Rd 620 N",,"Austin, TX 78717",14016,"Ranch Rd 620 N",,,Austin,TX,"Williamson County",78717,US,"TIGER/Line® from the US Census Bureau",2024,48,48491,Austin,4805000,020409,1002,1,484910204091002,48491020409,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"1901 W ANDERSON LANE Austin TX 78757",30.353726,-97.726462,1,rooftop,"1901 W Anderson Ln",,"Austin, TX 78757",1901,"W Anderson Ln",,,Austin,TX,"Travis County",78757,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001504,3003,3,484530015043003,48453001504,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2538 ELMONT Austin TX 78741",30.239296,-97.719831,0.93,rooftop,"2538 Elmont Dr",,"Austin, TX 78741",2538,"Elmont Dr",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002304,3004,3,484530023043004,48453002304,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"213 EAST 6TH ST Austin TX 78701",30.267286,-97.741001,1,rooftop,"213 E 6th St",,"Austin, TX 78701",213,"E 6th St",,,Austin,TX,"Travis County",78701,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001103,2006,2,484530011032006,48453001103,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2101 WICKERSHAM LN STE A Austin TX 78741",30.231784,-97.720169,1,rooftop,"2101 Wickersham Ln","Ste A","Austin, TX 78741",2101,"Wickersham Ln",Ste,A,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002314,4003,4,484530023144003,48453002314,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"608 S LAMAR BLVD Austin TX 78704",30.259203,-97.759269,1,rooftop,"608 S Lamar Blvd",,"Austin, TX 78704",608,"S Lamar Blvd",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001310,1002,1,484530013101002,48453001310,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7200 ELROY RD STE. 101 Austin TX 78617",30.155627,-97.641224,1,rooftop,"7200 Elroy Rd","Ste 101","Del Valle, TX 78617",7200,"Elroy Rd",Ste,101,"Del Valle",TX,"Travis County",78617,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002449,2031,2,484530024492031,48453002449,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7930 THAXTON RD SUITE 100 Austin TX 78747",30.157584,-97.744452,1,rooftop,"7930 Thaxton Rd","Ste 100","Austin, TX 78747",7930,"Thaxton Rd",Ste,100,Austin,TX,"Travis County",78747,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002440,2005,2,484530024402005,48453002440,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9111 FM 812 BLDG C Austin TX 78719",30.161368,-97.687695,1,rooftop,"9111 Farm To Market Rd 812",Bldg,"Austin, TX 78719",9111,"Farm To Market Rd 812",Bldg,,Austin,TX,"Travis County",78719,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,002436,1003,1,484530024361003,48453002436,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"623 W DITTMAR RD Austin TX 78745",30.18328,-97.792198,1,rooftop,"623 W Dittmar Rd",,"Austin, TX 78745",623,"W Dittmar Rd",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002422,3007,3,484530024223007,48453002422,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"10800 RESEARCH BLVD Austin TX 78759",30.402011,-97.746265,1,range_interpolation,"10800 Research Blvd",,"Austin, TX 78759",10800,"Research Blvd",,,Austin,TX,"Travis County",78759,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,030800,2001,2,484530308002001,48453030800,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"8007 GESSNER DR Austin TX 78753",30.343618,-97.701969,1,rooftop,"8007 Gessner Dr",,"Austin, TX 78753",8007,"Gessner Dr",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040000,3003,3,484530400003003,48453040000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"611 W BEN WHITE BLVD Austin TX 78704",30.226774,-97.771166,1,range_interpolation,"611 W Ben White Blvd",,"Austin, TX 78704",611,"W Ben White Blvd",,,Austin,TX,"Travis County",78704,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002003,1001,1,484530020031001,48453002003,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7801 FM 969 Austin TX 78724",30.279944,-97.645568,1,range_interpolation,"7801 Farm To Market Rd 969",,"Austin, TX 78724",7801,"Farm To Market Rd 969",,,Austin,TX,"Travis County",78724,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002214,3004,3,484530022143004,48453002214,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1100 W PARMER LANE Austin TX 78727",30.408078,-97.678408,1,range_interpolation,"1100 W Parmer Ln",,"Austin, TX 78727",1100,"W Parmer Ln",,,Austin,TX,"Travis County",78727,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,042100,3002,3,484530421003002,48453042100,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7004 RANCH ROAD 620 N Austin TX 78732",30.389314,-97.890825,0.7,street_center,"Ranch Road 620 N",,"Austin, TX 78732",,"Ranch Road 620 N",,,Austin,TX,"Travis County",78732,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,"Steiner Ranch",4870154,034900,1001,1,484530349001001,48453034900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"6413 MANOR ROAD Austin TX 78723",30.308261,-97.671089,1,rooftop,"6413 Manor Rd",,"Austin, TX 78723",6413,"Manor Rd",,,Austin,TX,"Travis County",78723,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002107,4001,4,484530021074001,48453002107,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"907 E ST JOHNS AVE STE A Austin TX 78752",30.33123,-97.701405,1,rooftop,"907 E St Johns Ave","Ste A","Austin, TX 78752",907,"E St Johns Ave",Ste,A,Austin,TX,"Travis County",78752,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043400,1002,1,484530434001002,48453043400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3807 N INTERSTATE 35 Austin TX 78722",30.294541,-97.720222,1,range_interpolation,"3807 N I-35",,"Austin, TX 78751",3807,"N I-35",,,Austin,TX,"Travis County",78751,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,000302,1020,1,484530003021020,48453000302,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3550 FAR WEST BLVD Austin TX 78731",30.353915,-97.753483,1,rooftop,"3550 Far West Blvd",,"Austin, TX 78731",3550,"Far West Blvd",,,Austin,TX,"Travis County",78731,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,032300,3001,3,484530323003001,48453032300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7114 IH 35 NORTH Austin TX 78752",30.3302,-97.705436,0.7,street_center,I-35,,"Austin, TX 78752",,I-35,,,Austin,TX,"Travis County",78752,US,"OpenStreetMap Contributors",2024,48,48453,Austin,4805000,043400,1000,1,484530434001000,48453043400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1211 MONTOPOLIS DR Austin TX 78741",30.231396,-97.699169,1,rooftop,"1211 Montopolis Dr",,"Austin, TX 78741",1211,"Montopolis Dr",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002321,1011,1,484530023211011,48453002321,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5445 HWY 290 WEST Austin TX 78735",30.193825,-98.191087,0.86,nearest_rooftop_match,"5455 W US-290",,"Dripping Springs, TX 78620",5455,"W US-290",,,"Dripping Springs",TX,"Hays County",78620,US,"Capcog (Capital Area Council of Governments)",2024,48,48209,,,010807,2002,2,482090108072002,48209010807,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Dripping Springs-Wimberley",91075,Z5,"A statistical county subdivision"
